action,policy,seed,site,subset,rows,gain_percent,absolute_harm
damped_velocity_005,parent_net_population,29,deathCircle,complete,27394,0.8123577162938322,-0.22266954146633466
damped_velocity_005,parent_net_population,29,gates,complete,15281,0.4854318243564304,-0.10610402505363936
damped_velocity_005,parent_net_population,29,hyang,complete,76409,0.9852840056206902,-0.16626263223097837
damped_velocity_005,parent_net_population,29,coupa,zero_CV,2463,,0.0
damped_velocity_005,parent_net_population,29,deathCircle,zero_CV,2984,,0.0
damped_velocity_005,parent_net_population,29,gates,zero_CV,1565,,0.0
damped_velocity_005,parent_net_population,29,hyang,zero_CV,4554,,0.0
damped_velocity_005,net_population,29,coupa,all,27778,2.341190269934823,-0.27879375727772526
damped_velocity_005,net_population,29,deathCircle,all,35760,0.7705516053893469,-0.19117910779181457
damped_velocity_005,net_population,29,gates,all,20236,0.4510550698532012,-0.08913535753358204
damped_velocity_005,net_population,29,hyang,all,89183,0.9318438984962318,-0.1483808672824498
damped_velocity_005,net_population,29,coupa,hard,4416,1.6319522617597615,-0.6963808061207502
damped_velocity_005,net_population,29,deathCircle,hard,12715,0.6698569769907903,-0.37728481848235873
damped_velocity_005,net_population,29,gates,hard,6404,0.2695040937771176,-0.12147206254785203
damped_velocity_005,net_population,29,hyang,hard,18309,1.0109515342135889,-0.4464567608777159
damped_velocity_005,net_population,29,coupa,positive_easy,11220,2.2993645748046188,-0.05071068704483439
