policy,seed,subset,site,rows,model_error,reference_error,absolute_harm,gain_percent,model_p95,model_p99,reference_p95,status
eqmotion__matched_joint,43,all,deathCircle,35760,24.809930992413058,24.81068191340851,-0.0007509209954505991,0.0030266036140091934,74.1003428865828,186.71668884635787,74.1003428865828,defined
eqmotion__matched_joint,43,all,gates,20236,19.76074918623385,19.761524366102755,-0.000775179868906406,0.00392267243429778,63.51413075556157,119.37381405539219,63.51413075556157,defined
eqmotion__matched_joint,43,all,hyang,89183,15.92316892992907,15.923360932222653,-0.00019200229358418142,0.0012057899987372167,48.7622634939038,89.31745547278106,48.7622634939038,defined
eqmotion__matched_joint,43,complete,coupa,24834,11.911244663625663,11.91138462404965,-0.0001399604239864516,0.001175013891363541,46.686806643226895,80.40344616150492,46.686806643226895,defined
eqmotion__matched_joint,43,complete,deathCircle,27394,27.409301822804224,27.410282071573928,-0.0009802487697037066,0.003576208253330826,77.00976659652929,186.96553273984352,77.00976659652929,defined
eqmotion__matched_joint,43,complete,gates,15281,21.856692111945513,21.857657394899473,-0.0009652829539597008,0.004416223278280729,67.08977164913256,122.41314224932498,67.08977164913256,defined
eqmotion__matched_joint,43,complete,hyang,76409,16.874365487542583,16.87458958863734,-0.00022410109475501372,0.0013280387862302234,51.00479833178511,91.37704807716683,51.00479833178511,defined
eqmotion__matched_joint,43,zero_CV,coupa,2463,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,43,zero_CV,deathCircle,2984,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,43,zero_CV,gates,1565,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,43,zero_CV,hyang,4554,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,43,positive_easy,coupa,11220,2.205111992045705,2.2054217761071366,-0.00030978406143145065,0.014046476950013709,5.688593111585037,6.125000007450581,5.688593111585037,defined
eqmotion__matched_joint,43,positive_easy,deathCircle,4581,2.6687669851279465,2.6720498000786166,-0.0032828149506700655,0.12285755117937835,4.7379552506569835,4.964727692325079,4.73875633966901,defined
eqmotion__matched_joint,43,positive_easy,gates,2923,2.825753335155116,2.8291753670221667,-0.003422031867050812,0.12095509903483626,5.050768113241588,5.230939722866429,5.050768113241588,defined
