baseline_FDE,count,false_intervention_rate,horizon,improvement,intervention_rate,latent_enabled,model,model_FDE,oracle_labels_used_as_inputs,physical_validity,residual_clip,smc_enabled,subset,threshold,trial_id
5.16106973024446,17,0.23529411764705882,100,0.002719948596105095,0.8823529411764706,False,t50_conservative_high_threshold,5.147031885877281,False,preserved_by_bounded_residual,0.25,False,all,0.52,11
0.3003835123796306,51,0.13725490196078433,50,0.00199240606791849,0.13725490196078433,False,t50_conservative_high_threshold,0.2997850264468628,False,preserved_by_bounded_residual,0.25,False,easy,0.52,11
1.182493621672914,4,1.0,100,0.0035584862018750484,1.0,False,t50_conservative_high_threshold,1.1782857344363857,False,preserved_by_bounded_residual,0.25,False,easy,0.52,11
3.1065663971471946,105,0.06666666666666667,50,0.0015445872212061995,0.3142857142857143,False,t50_conservative_high_threshold,3.1017680343883325,False,preserved_by_bounded_residual,0.25,False,hard,0.52,11
5.16106973024446,17,0.23529411764705882,100,0.002719948596105095,0.8823529411764706,False,t50_conservative_high_threshold,5.147031885877281,False,preserved_by_bounded_residual,0.25,False,hard,0.52,11
7.0874100229705705,41,0.0,50,0.0015338840178972491,0.4878048780487805,False,t50_conservative_high_threshold,7.076538758008051,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.52,11
7.999764244713486,8,0.0,100,0.0031629710432547553,0.875,False,t50_conservative_high_threshold,7.974461222054592,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.52,11
7.0874100229705705,41,0.0,50,0.0015338840178972491,0.4878048780487805,False,t50_conservative_high_threshold,7.076538758008051,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.52,11
7.999764244713486,8,0.0,100,0.0031629710432547553,0.875,False,t50_conservative_high_threshold,7.974461222054592,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.52,11
3.1065663971471946,105,0.06666666666666667,50,0.0015445872212061995,0.3142857142857143,False,t100_conservative_high_threshold,3.1017680343883325,False,preserved_by_bounded_residual,0.25,False,all,0.52,12
5.16106973024446,17,0.23529411764705882,100,0.002719948596105095,0.8823529411764706,False,t100_conservative_high_threshold,5.147031885877281,False,preserved_by_bounded_residual,0.25,False,all,0.52,12
0.3003835123796306,51,0.13725490196078433,50,0.00199240606791849,0.13725490196078433,False,t100_conservative_high_threshold,0.2997850264468628,False,preserved_by_bounded_residual,0.25,False,easy,0.52,12
1.182493621672914,4,1.0,100,0.0035584862018750484,1.0,False,t100_conservative_high_threshold,1.1782857344363857,False,preserved_by_bounded_residual,0.25,False,easy,0.52,12
3.1065663971471946,105,0.06666666666666667,50,0.0015445872212061995,0.3142857142857143,False,t100_conservative_high_threshold,3.1017680343883325,False,preserved_by_bounded_residual,0.25,False,hard,0.52,12
5.16106973024446,17,0.23529411764705882,100,0.002719948596105095,0.8823529411764706,False,t100_conservative_high_threshold,5.147031885877281,False,preserved_by_bounded_residual,0.25,False,hard,0.52,12
7.0874100229705705,41,0.0,50,0.0015338840178972491,0.4878048780487805,False,t100_conservative_high_threshold,7.076538758008051,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.52,12
7.999764244713486,8,0.0,100,0.0031629710432547553,0.875,False,t100_conservative_high_threshold,7.974461222054592,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.52,12
7.0874100229705705,41,0.0,50,0.0015338840178972491,0.4878048780487805,False,t100_conservative_high_threshold,7.076538758008051,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.52,12
7.999764244713486,8,0.0,100,0.0031629710432547553,0.875,False,t100_conservative_high_threshold,7.974461222054592,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.52,12
