model,dataset,subset,horizon,FDE,ADE,baseline_FDE,baseline_ADE,improvement,episodes,alpha,residual_magnitude,physical_validity,trial_id,stage15_model,fallback_mode
alpha_only_no_residual,eth_ucy_ewap,all,5,1.604352,1.604352,1.604352,1.604352,0.0,132,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,all,10,2.674885,2.674885,2.674885,2.674885,0.0,104,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,all,25,2.466785,2.466785,2.466785,2.466785,0.0,43,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,all,50,2.821185,2.821185,2.821185,2.821185,0.0,21,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,baseline_failure,1,0.346507,0.346507,0.346507,0.346507,0.0,154,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,baseline_failure,5,1.604352,1.604352,1.604352,1.604352,0.0,132,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,baseline_failure,10,2.674885,2.674885,2.674885,2.674885,0.0,104,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,baseline_failure,25,2.466785,2.466785,2.466785,2.466785,0.0,43,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,baseline_failure,50,2.821185,2.821185,2.821185,2.821185,0.0,21,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,ge5,1,0.346507,0.346507,0.346507,0.346507,0.0,154,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,ge5,5,1.604352,1.604352,1.604352,1.604352,0.0,132,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,ge5,10,2.674885,2.674885,2.674885,2.674885,0.0,104,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,ge5,25,2.466785,2.466785,2.466785,2.466785,0.0,43,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,ge5,50,2.821185,2.821185,2.821185,2.821185,0.0,21,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,goalbench_official,1,0.346507,0.346507,0.346507,0.346507,0.0,154,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,goalbench_official,5,1.604352,1.604352,1.604352,1.604352,0.0,132,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,goalbench_official,10,2.674885,2.674885,2.674885,2.674885,0.0,104,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,goalbench_official,25,2.466785,2.466785,2.466785,2.466785,0.0,43,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,goalbench_official,50,2.821185,2.821185,2.821185,2.821185,0.0,21,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,hard,1,0.346507,0.346507,0.346507,0.346507,0.0,154,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,hard,5,1.604352,1.604352,1.604352,1.604352,0.0,132,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,hard,10,2.674885,2.674885,2.674885,2.674885,0.0,104,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,hard,25,2.466785,2.466785,2.466785,2.466785,0.0,43,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,hard,50,2.821185,2.821185,2.821185,2.821185,0.0,21,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap,verified_t50,50,2.821185,2.821185,2.821185,2.821185,0.0,21,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,all,1,0.60757,0.60757,0.60757,0.60757,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,all,5,2.937948,2.937948,2.937948,2.937948,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,all,10,5.566892,5.566892,5.566892,5.566892,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,all,25,5.813266,5.813266,5.813266,5.813266,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,all,50,4.312465,4.312465,4.312465,4.312465,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,all,100,5.923605,5.923605,5.923605,5.923605,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,easy,1,0.60757,0.60757,0.60757,0.60757,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,easy,5,2.937948,2.937948,2.937948,2.937948,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,easy,10,5.566892,5.566892,5.566892,5.566892,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,easy,25,5.813266,5.813266,5.813266,5.813266,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,easy,50,4.312465,4.312465,4.312465,4.312465,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,easy,100,5.923605,5.923605,5.923605,5.923605,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,ge5,1,0.60757,0.60757,0.60757,0.60757,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,ge5,5,2.937948,2.937948,2.937948,2.937948,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,ge5,10,5.566892,5.566892,5.566892,5.566892,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,ge5,25,5.813266,5.813266,5.813266,5.813266,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,ge5,50,4.312465,4.312465,4.312465,4.312465,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,ge5,100,5.923605,5.923605,5.923605,5.923605,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,verified_t100,100,5.923605,5.923605,5.923605,5.923605,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage14,verified_t50,50,4.312465,4.312465,4.312465,4.312465,0.0,13,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,all,1,0.514271,0.514271,0.514271,0.514271,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,all,5,2.436802,2.436802,2.436802,2.436802,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,all,10,4.398198,4.398198,4.398198,4.398198,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,all,25,3.524453,3.524453,3.524453,3.524453,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,all,50,3.106566,3.106566,3.106566,3.106566,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,all,100,5.16107,5.16107,5.16107,5.16107,0.0,17,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,easy,1,0.514271,0.514271,0.514271,0.514271,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,easy,5,2.436802,2.436802,2.436802,2.436802,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,easy,10,4.398198,4.398198,4.398198,4.398198,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,easy,25,3.524453,3.524453,3.524453,3.524453,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,easy,50,3.106566,3.106566,3.106566,3.106566,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,easy,100,5.16107,5.16107,5.16107,5.16107,0.0,17,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,ge5,1,0.514271,0.514271,0.514271,0.514271,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,ge5,5,2.436802,2.436802,2.436802,2.436802,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,ge5,10,4.398198,4.398198,4.398198,4.398198,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,ge5,25,3.524453,3.524453,3.524453,3.524453,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,ge5,50,3.106566,3.106566,3.106566,3.106566,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,ge5,100,5.16107,5.16107,5.16107,5.16107,0.0,17,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,verified_t100,100,5.16107,5.16107,5.16107,5.16107,0.0,17,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,eth_ucy_ewap_stage15,verified_t50,50,3.106566,3.106566,3.106566,3.106566,0.0,83,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,all,1,0.291144,0.291144,0.291144,0.291144,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,all,5,1.422272,1.422272,1.422272,1.422272,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,all,10,2.832472,2.832472,2.832472,2.832472,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,baseline_failure,1,0.291144,0.291144,0.291144,0.291144,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,baseline_failure,5,1.422272,1.422272,1.422272,1.422272,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,baseline_failure,10,2.832472,2.832472,2.832472,2.832472,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,ge5,1,0.291144,0.291144,0.291144,0.291144,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,ge5,5,1.422272,1.422272,1.422272,1.422272,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,ge5,10,2.832472,2.832472,2.832472,2.832472,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,goalbench_official,1,0.291144,0.291144,0.291144,0.291144,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,goalbench_official,5,1.422272,1.422272,1.422272,1.422272,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,goalbench_official,10,2.832472,2.832472,2.832472,2.832472,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,hard,1,0.291144,0.291144,0.291144,0.291144,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,hard,5,1.422272,1.422272,1.422272,1.422272,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
alpha_only_no_residual,trajnet,hard,10,2.832472,2.832472,2.832472,2.832472,0.0,30,0.0,0.0,1.0,2,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,all,1,0.546252,0.546252,0.514499,0.514499,-0.061715,8,1.0,0.047866,0.952134,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,all,5,2.757842,2.757842,2.7401,2.7401,-0.006475,8,1.0,0.039263,0.960737,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,all,10,4.198414,4.198414,4.176528,4.176528,-0.00524,7,1.0,0.04999,0.95001,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,baseline_failure,1,0.546252,0.546252,0.514499,0.514499,-0.061715,8,1.0,0.047866,0.952134,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,baseline_failure,5,2.757842,2.757842,2.7401,2.7401,-0.006475,8,1.0,0.039263,0.960737,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,baseline_failure,10,4.198414,4.198414,4.176528,4.176528,-0.00524,7,1.0,0.04999,0.95001,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,ge5,1,0.546252,0.546252,0.514499,0.514499,-0.061715,8,1.0,0.047866,0.952134,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,ge5,5,2.757842,2.757842,2.7401,2.7401,-0.006475,8,1.0,0.039263,0.960737,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,ge5,10,4.198414,4.198414,4.176528,4.176528,-0.00524,7,1.0,0.04999,0.95001,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,goalbench_official,1,0.546252,0.546252,0.514499,0.514499,-0.061715,8,1.0,0.047866,0.952134,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,goalbench_official,5,2.757842,2.757842,2.7401,2.7401,-0.006475,8,1.0,0.039263,0.960737,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,goalbench_official,10,4.198414,4.198414,4.176528,4.176528,-0.00524,7,1.0,0.04999,0.95001,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,hard,1,0.546252,0.546252,0.514499,0.514499,-0.061715,8,1.0,0.047866,0.952134,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,hard,5,2.757842,2.757842,2.7401,2.7401,-0.006475,8,1.0,0.039263,0.960737,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,hard,10,4.198414,4.198414,4.176528,4.176528,-0.00524,7,1.0,0.04999,0.95001,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,all,1,0.316535,0.316535,0.299653,0.299653,-0.05634,30,1.0,0.049767,0.950233,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,all,5,1.550619,1.550619,1.529704,1.529704,-0.013672,28,1.0,0.040509,0.959491,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,all,10,3.089228,3.089228,3.077245,3.077245,-0.003894,25,1.0,0.05,0.95,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,baseline_failure,1,0.316892,0.316892,0.300267,0.300267,-0.055367,28,1.0,0.049751,0.950249,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,baseline_failure,5,1.592082,1.592082,1.571979,1.571979,-0.012788,26,1.0,0.040768,0.959232,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,baseline_failure,10,3.21818,3.21818,3.208317,3.208317,-0.003074,23,1.0,0.05,0.95,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,easy,1,0.430214,0.430214,0.410458,0.410458,-0.04813,3,1.0,0.05,0.95,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,easy,5,1.988689,1.988689,1.962682,1.962682,-0.013251,3,1.0,0.042638,0.957362,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,easy,10,3.974409,3.974409,3.960468,3.960468,-0.00352,3,1.0,0.05,0.95,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,ge5,1,0.288884,0.288884,0.270747,0.270747,-0.066989,20,1.0,0.049651,0.950349,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,ge5,5,1.404512,1.404512,1.382494,1.382494,-0.015926,20,1.0,0.040279,0.959721,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,ge5,10,2.789209,2.789209,2.776366,2.776366,-0.004626,19,1.0,0.05,0.95,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,goalbench_official,1,0.316535,0.316535,0.299653,0.299653,-0.05634,30,1.0,0.049767,0.950233,3,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,goalbench_official,5,1.550619,1.550619,1.529704,1.529704,-0.013672,28,1.0,0.040509,0.959491,3,baseline_preserving,intervention_threshold_high_alpha_regularization
