seed,candidate,arm,subset,metric,status,count,baseline_error,selected_error,improvement_pct,degradation_fraction,mean_excess_over_floor,switch_rate_valid_labels
17,seed17_neural_cost_conservative,independent,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.005753126235318691,-275.31874860212525,2.7531874860212526,0.004220262167976942,0.0029823353980270705
17,seed17_neural_cost_conservative,independent,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.004317167009866521,-78.43191683593032,0.7843191683593033,0.0018976632089651425,0.0029823353980270705
17,seed17_neural_cost_conservative,independent,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.4566345200832687,-0.005224327477851227,5.2243274778512275e-05,0.00018057647313529657,0.004987531172069825
17,seed17_neural_cost_conservative,independent,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.418256617285473,0.005252999077931408,-5.2529990779314086e-05,-0.00033716867239252934,0.004987531172069825
17,seed17_neural_cost_conservative,independent_count_reference,all,ade,evaluated,33686,1.693476048391338,1.6941355850918856,-0.03894573538102474,0.00038945735381024744,0.000659536700547525,0.003918541827465416
17,seed17_neural_cost_conservative,independent_count_reference,all,fde,evaluated,33690,3.1558455469375857,3.155928919389512,-0.002641841962359305,2.641841962359305e-05,8.337245192624465e-05,0.003918076580587711
17,seed17_neural_cost_conservative,independent_count_reference,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.005753126235318691,-275.31874860212525,2.7531874860212526,0.004220262167976942,0.0029823353980270705
17,seed17_neural_cost_conservative,independent_count_reference,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.004317167009866521,-78.43191683593032,0.7843191683593033,0.0018976632089651425,0.0029823353980270705
17,seed17_neural_cost_conservative,independent_count_reference,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.4566345200832687,-0.005224327477851227,5.2243274778512275e-05,0.00018057647313529657,0.004987531172069825
17,seed17_neural_cost_conservative,independent_count_reference,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.418256617285473,0.005252999077931408,-5.2529990779314086e-05,-0.00033716867239252934,0.004987531172069825
17,seed17_neural_cost_conservative,joint,all,ade,evaluated,33686,1.693476048391338,1.6941355850918856,-0.03894573538102474,0.00038945735381024744,0.000659536700547525,0.003918541827465416
